id,project.id,project.name,treatment,treatment.2,block,site,region,burn.name,site.type,latitude,longitude.x,accuracy.m,elevation.x,accuracy.vertical.m,slope.x,aspect.x,moisture,spp.density,spp.basal.area,bs.prop,stand.age,stand.origin,burn.year,above.biomass.prefire,above.carbon.prefire,above.biomass.combusted,above.carbon.combusted,prefireSOL,mean.resid,burn.depth,propSOL,below.ground.carbon.prefire,below.ground.carbon.combusted,prop.below.C,shrub.bio,tussock.dens,moss.type,sample.date,PFI,Ruggedness,BD_30,BD_100,pH_30,pH_100,Sand_30,Sand_100,Silt_30,Silt_100,Clay_30,Clay_100,SOC_30,SOC_100,tavg_5_8,tmax_5_8,prec_5_8,bio1_MAT,bio2_MDR,bio5_tmax_warm,bio12_MAP,NV,GRSH,DEC,BS,WS,JP,OCON,Ecoregion_LEVEL1,Ecoregion_LEVEL2,Ecoregion_LEVEL3,Ecoregion_NAME_L1,Ecoregion_NAME_L2,Ecoregion_NAME_L3,Ecoregion_Label,Perm_Ice_NUM_CODE,Perm_Ice_COMBO,Perm_Ice_EXTENT,Perm_Ice_CONTENT,Perm_Ice_LANDFORM,longitude.y,burn_year,DOB_lst,Precipitation,Temperature,Relative.humidity,Wind.speed,DC.y,DMC.y,FFMC.y,ISI.y,BUI.y,FWI.y,DSR,Peat,Tree.cover,Distanceunburned,dNBR,TCB,elevation.y,slope.y,aspect.y,TWI,CNA_Tave_5_8,CNA_Tmax_5_8,CNA_Tmin_5_8,CNA_PPT_5_8,CNA_Rad_5_8,CNA_RH_5_8,CNA_CMD_5_8,CNA_MAT,CNA_MAP,CNA_MWMT,CNA_TD,CNA_DD5,CNA_DD18,CNA_NFFD,CNA_FFP,CNA_PAS,CNA_CMD,CNA_MAR,CNA_RH,CNA_SHM,moisture.new
sf.395,AK_KT.sf.61,AK_KT,Burn,,NA,AK_KT_ECB-B,AK,Ericson Creek (EC03),,65.64965,-149.0926,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,24.2,11.8,12.4,0.512396694,NA,2667.094878,NA,NA,NA,,,0.379642218,3.457772017,0.933333333,1.0177,5.5,5.81,32.16666667,33.7,53.08333333,51.575,14.75,14.375,49200,130300,12.27499998,17.4749999,42.25,-4.874999928,10.41666674,20.70000076,313,5.55E-17,0.280276805,0.110726647,0.598615944,0.010380623,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.0926,2003,171.8976898,0.008062139,17.41713905,49.39930725,8.507149696,63.65096664,12.30365944,85.49369049,3.463703394,16.590168,5.022325516,0.473337024,FALSE,71,2576.039916,NA,NA,254.3333333,28.67960167,79.89304352,9.398092342,12.575,19.275,5.875,34.25,16.05,58.25,53.75,-5.4,251,15.6,41.4,993,28,120,94,93,215,8.1,60,92.8,NA
sf.396,AK_KT.sf.62,AK_KT,Burn,,NA,AK_KT_ECD-ECLB,AK,Ericson Creek (EC03),,65.57709,-148.94883,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,23.7,17.2,6.5,0.274261603,NA,760.1512592,NA,NA,NA,,,0.366373092,3.47802496,0.910166667,1.0921,5.683333333,6.075,30.75,32.575,54.08333333,53.825,14.91666667,14.075,29800,61800,12.27499986,17.92499995,41.5,-4.345833292,11.25833354,21.20000076,304,4.86E-17,0.051903114,0.128027678,0.750865042,0.069204152,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-148.94883,2003,173.4945526,0.298496455,18.59139442,54.26199722,8.538455009,78.53492737,17.98192024,87.003685,4.291469097,22.87168121,7.465978622,0.954843998,FALSE,55.33333333,250,NA,NA,246.1111111,30.73993492,118.8344498,7.60977561,12.55,19.1,5.975,39.25,16.2,59.5,47.75,-4.5,270,15.5,39.6,995,27,122,90,90,191,8.3,61,81.7,NA
sf.397,AK_KT.sf.63,AK_KT,Burn,,NA,AK_KT_ECLB,AK,Ericson Creek (EC03),,65.57687,-148.96002,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,22.7,15.8,6.9,0.303964758,NA,830.7425511,NA,NA,NA,,,0.38984257,3.478999138,0.92075,1.109875,5.608333333,6.0175,35.41666667,37.625,53.5,51.9,10.75,10.525,30400,64300,12.17500007,17.69999981,41.5,-4.291666689,11.01666701,21,305,-2.78E-17,0.041522492,0.667820096,0.089965396,0.200692043,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-148.96002,2003,173.4945526,0.298496455,18.59139442,54.26199722,8.538455009,78.53492737,17.98192024,87.003685,4.291469097,22.87168121,7.465978622,0.954843998,FALSE,27.55555556,422.1976519,NA,NA,272.8888889,24.99407959,251.0891876,7.670934732,12.475,19,5.975,43,16.25,59.5,44,-4.5,290,15.5,39.4,987,27,122,90,94,176,8.3,62,74.6,NA
sf.398,AK_KT.sf.64,AK_KT,Burn,,NA,AK_KT_EC03B50,AK,Ericson Creek (EC03),,65.62037,-149.09044,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,18.4,9.8,8.6,0.467391304,NA,1728.679306,NA,NA,NA,,,0.506340861,3.460034609,0.843,0.99785,4.866666667,5.34,39.41666667,41.525,49.5,47.7,11.33333333,11.05,31200,70400,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-6.94E-17,0,0.017301038,0.394463658,0.588235319,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.09044,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,73,5083.080507,NA,NA,494.2222222,13.76565075,242.0154572,8.956155314,12.2,18.475,5.925,57,15.975,60.75,27.25,-5.3,389,15,40.4,931,22,122,98,134,109,8.1,61,55,NA
sf.399,AK_KT.sf.65,AK_KT,Burn,,NA,AK_KT_EC03B51,AK,Ericson Creek (EC03),,65.62163,-149.0894,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,28,12.1,15.9,0.567857143,NA,3580.876647,NA,NA,NA,,,0.506340861,3.460034609,0.806166667,0.97175,4.966666667,5.405,39.16666667,41.05,49.5,47.7,11.58333333,11.325,29400,66200,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-6.94E-17,0,0.017301038,0.394463658,0.588235319,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.0894,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,75.66666667,5167.014339,NA,NA,479.3333333,55.3666687,240.0902863,7.279661347,12.225,18.525,5.9,55.5,16,60.5,29,-5.3,381,15,40.5,940,22,121,98,132,116,8.1,61,56.5,NA
sf.400,AK_KT.sf.66,AK_KT,Burn,,NA,AK_KT_EC03B53,AK,Ericson Creek (EC03),,65.62382,-149.0877,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,26.8,11.1,15.7,0.585820896,NA,3527.563633,NA,NA,NA,,,0.506340861,3.460034609,0.862416667,1.015375,4.991666667,5.4625,38.41666667,40.675,51,49,10.58333333,10.325,37700,82400,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-6.94E-17,0,0.017301038,0.394463658,0.588235319,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.0877,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,51.55555556,5233.412709,NA,NA,425.5555556,49.75775528,42.41431427,10.15863622,12.325,18.725,5.925,50.5,16,60.25,35,-5.3,349,15.2,40.7,952,23,121,98,122,140,8.1,61,62.6,NA
sf.401,AK_KT.sf.67,AK_KT,Burn,,NA,AK_KT_EC03B54,AK,Ericson Creek (EC03),,65.6232,-149.08344,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,25.3,8.3,17,0.671936759,NA,3175.231571,NA,NA,NA,,,0.490676671,3.455760002,0.895,1.016,5.041666667,5.4275,39.16666667,41.6,50.25,48.075,10.58333333,10.325,37600,76900,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-1.39E-17,0,0.020761246,0.356401384,0.622837365,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08344,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,64.33333333,5157.299026,NA,NA,431.7777778,42.11183167,129.7061005,7.345214825,12.325,18.7,5.925,50.75,16,60.25,34.5,-5.3,352,15.2,40.7,951,23,121,98,123,138,8.1,61,62,NA
sf.402,AK_KT.sf.68,AK_KT,Burn,,NA,AK_KT_EC03B55,AK,Ericson Creek (EC03),,65.62229,-149.08451,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,31.7,16.8,14.9,0.470031546,NA,3315.579888,NA,NA,NA,,,0.490676671,3.455760002,0.895,1.016,5.041666667,5.4275,39.16666667,41.6,50.25,48.075,10.58333333,10.325,37600,76900,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-1.39E-17,0,0.020761246,0.356401384,0.622837365,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08451,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,78.66666667,5099.001935,NA,NA,458.2222222,62.35577393,7.980846405,7.290673251,12.275,18.6,5.925,53.25,16,60.5,31.5,-5.3,368,15.1,40.6,944,22,121,98,128,126,8.1,61,58.9,NA
sf.403,AK_KT.sf.69,AK_KT,Burn,,NA,AK_KT_EC03B56,AK,Ericson Creek (EC03),,65.61944,-149.08718,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,20.6,6.6,14,0.67961165,NA,3079.608366,NA,NA,NA,,,0.580506384,3.456519365,0.84,0.95575,4.95,5.35,40.75,42.725,48.5,47.05,11.08333333,10.275,27000,53300,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-4.16E-17,0.020761246,0.034602076,0.138408303,0.806228399,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08718,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,60.66666667,4909.841261,NA,NA,509.5555556,44.02774429,192.2881622,7.124021479,12.175,18.45,5.95,57.5,16.05,61.25,26.75,-5.2,390,15,40.2,930,21,122,99,132,107,8.1,62,54.4,NA
sf.341,AK_KT.sf.7,AK_KT,Burn,,NA,AK_KT_BYM01,AK,Boundary (BY04),,65.12033,-147.43199,NA,499,NA,5,0,,NA,11.18,NA,81,,2004,NA,NA,NA,NA,28.9,9.1,19.8,0.685121107,NA,4643.891015,NA,NA,NA,,,0.383526474,3.882304192,0.958916667,1.182575,5.441666667,5.8625,32.5,34.7,57.75,56.275,10.41666667,9.375,43400,111900,11.77499986,16.87499976,41.5,-2.966666808,10.1833335,19.29999924,315,1.13E-17,0.003460208,0.062283736,0.477508664,0.456747413,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-147.43199,2004,183.1008759,0.002733609,21.90535927,65.00031281,15.29286385,269.2059021,56.82123184,86.74777985,5.816030502,74.38919067,18.51378632,4.764698982,FALSE,76.33333333,1026.273006,0.73,0.09,473.4444444,27.54395294,334.0759583,9.017334916,13.025,18.975,7.1,63,15.675,63,26,-1.2,406,16.1,34,1090,33,136,94,112,132,8.1,61,53.9,NA
sf.404,AK_KT.sf.70,AK_KT,Burn,,NA,AK_KT_EC03B57,AK,Ericson Creek (EC03),,65.61905,-149.08413,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,19.9,5.1,14.8,0.743718593,NA,2583.907894,NA,NA,NA,,,0.594067812,3.451826096,0.830666667,0.94335,4.975,5.3375,40.75,42.575,48.25,46.975,10.41666667,9.725,26300,51400,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-4.16E-17,0.020761246,0.034602076,0.138408303,0.806228399,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08413,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,61.66666667,4791.751423,NA,NA,483,28.80802345,144.0025787,9.074322704,12.225,18.525,5.95,55,16.025,60.75,29.25,-5.3,376,15,40.3,941,22,122,99,129,117,8.1,61,56.9,NA
sf.405,AK_KT.sf.71,AK_KT,Burn,,NA,AK_KT_EC03B58,AK,Ericson Creek (EC03),,65.61845,-149.08334,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,14.6,4.1,10.5,0.719178082,NA,1550.980529,NA,NA,NA,,,0.594067812,3.451826096,0.830666667,0.94335,4.975,5.3375,40.75,42.575,48.25,46.975,10.41666667,9.725,26300,51400,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-4.16E-17,0.020761246,0.034602076,0.138408303,0.806228399,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08334,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,81.11111111,4716.216712,NA,NA,476.7777778,18.52461243,158.3299866,9.872964173,12.225,18.525,5.95,54.75,16.025,60.75,29.75,-5.3,373,15,40.4,942,22,122,98,128,119,8.1,61,57.5,NA
sf.406,AK_KT.sf.72,AK_KT,Burn,,NA,AK_KT_EC03B59,AK,Ericson Creek (EC03),,65.61856,-149.08218,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,17.3,5.3,12,0.693641618,NA,1891.648197,NA,NA,NA,,,0.594067812,3.451826096,0.862083333,0.991025,4.983333333,5.34,39.16666667,40.9,50.16666667,48.95,10.66666667,10.35,26800,51900,11.60000014,16.32499981,43.25,-4.470833341,9.574999859,19.39999962,316,-4.16E-17,0.020761246,0.034602076,0.138408303,0.806228399,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08218,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,63.44444444,4695.167669,NA,NA,474,28.74132538,184.3381805,8.869442351,12.225,18.525,5.925,54.75,16,60.5,29.5,-5.3,375,15,40.5,941,22,122,98,129,118,8.1,61,57.4,NA
sf.407,AK_KT.sf.73,AK_KT,Burn,,NA,AK_KT_EC03B60,AK,Ericson Creek (EC03),,65.62194,-149.08134,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,31.2,13.7,17.5,0.560897436,NA,3315.090862,NA,NA,NA,,,0.490676671,3.455760002,0.890833333,1.0592,5.033333333,5.55,39.16666667,40.7,50.91666667,48.625,10.58333333,10.875,33200,70900,11.60000014,16.32499981,43.25,-4.470833341,9.574999859,19.39999962,316,-1.39E-17,0,0.020761246,0.356401384,0.622837365,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08134,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,47.44444444,4986.923953,NA,NA,446.6666667,18.8745327,181.2246094,10.62010806,12.275,18.65,5.925,52.25,16,60.5,32.75,-5.3,360,15.1,40.6,948,23,121,98,125,131,8.1,61,60.4,NA
sf.408,AK_KT.sf.74,AK_KT,Burn,,NA,AK_KT_EC03B61,AK,Ericson Creek (EC03),,65.61984,-149.08445,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,21.4,6.6,14.8,0.691588785,NA,2583.907894,NA,NA,NA,,,0.594067812,3.451826096,0.830666667,0.94335,4.975,5.3375,40.75,42.575,48.25,46.975,10.41666667,9.725,26300,51400,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-1.39E-17,0,0.020761246,0.356401384,0.622837365,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08445,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,70.66666667,4872.018039,NA,NA,494.7777778,32.49357605,113.9954834,7.454188221,12.2,18.45,5.925,57,16,60.75,27.25,-5.3,389,15,40.4,931,21,122,98,134,109,8.1,61,55,NA
sf.409,AK_KT.sf.75,AK_KT,Burn,,NA,AK_KT_EC03B62,AK,Ericson Creek (EC03),,65.61825,-149.06514,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,25.7,7.5,18.2,0.708171206,NA,4202.602972,NA,NA,NA,,,0.545857012,3.443648338,0.825583333,0.959775,5.016666667,5.385,40.75,42.025,47.16666667,46.7,12.08333333,11.275,27100,51600,11.67499995,16.5999999,42.5,-4.416666668,9.816666645,19.79999924,311,-2.78E-17,0,0.041522492,0.39100346,0.567474067,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.06514,2003,172.5324402,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,79.66666667,4260.480769,NA,NA,471.8888889,26.22787666,78.30956268,8.89661398,12.3,18.6,5.975,53.75,16.175,60.5,31,-5.2,366,15.1,40.5,949,23,122,98,125,124,8.2,61,58.7,NA
sf.410,AK_KT.sf.76,AK_KT,Burn,,NA,AK_KT_EC03B63,AK,Ericson Creek (EC03),,65.57657,-148.94145,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,23.8,9.5,14.3,0.600840336,NA,2455.175523,NA,NA,NA,,,0.372426808,3.477345943,0.829333333,0.98505,5.616666667,6.11,33.16666667,34.5,51.16666667,50.5,15.66666667,15.35,29000,59900,12.29999995,17.92499995,41.75,-4.375000016,11.26666679,21.10000038,308,2.78E-17,0.027681662,0,0.961937726,0.010380623,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-148.94145,2003,173.4945526,0.298496455,18.59139442,54.26199722,8.538455009,78.53492737,17.98192024,87.003685,4.291469097,22.87168121,7.465978622,0.954843998,FALSE,35.22222222,355.2916231,NA,NA,209.5555556,19.59988403,143.3373718,8.470978604,12.625,19.225,5.975,34.25,16.2,59.25,53.5,-4.6,244,15.6,40,1003,28,122,90,85,214,8.3,61,93.2,NA
sf.411,AK_KT.sf.77,AK_KT,Burn,,NA,AK_KT_EC03B64,AK,Ericson Creek (EC03),,65.57617,-148.94231,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,27,9.5,17.5,0.648148148,NA,3315.090862,NA,NA,NA,,,0.372426808,3.477345943,0.804166667,0.9805,5.708333333,6.1375,33.75,35.175,54.16666667,53.35,11.66666667,11.35,26700,55900,12.27499986,17.92499995,41.5,-4.345833292,11.25833354,21.20000076,304,2.78E-17,0.027681662,0,0.961937726,0.010380623,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-148.94231,2003,173.4945526,0.298496455,18.59139442,54.26199722,8.538455009,78.53492737,17.98192024,87.003685,4.291469097,22.87168121,7.465978622,0.954843998,FALSE,22,329.5883203,NA,NA,206.3333333,27.85008812,216.5765381,9.432806275,12.625,19.225,5.975,33.75,16.2,59.25,53.5,-4.6,242,15.6,40,1003,29,122,90,85,214,8.3,61,94.1,NA
sf.412,AK_KT.sf.78,AK_KT,Burn,,NA,AK_KT_EC03BG1,AK,Ericson Creek (EC03),,65.62004,-149.08567,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,25.7,8.9,16.8,0.653696498,NA,3822.304373,NA,NA,NA,,,0.506340861,3.460034609,0.80225,0.964125,4.941666667,5.4875,39.41666667,40.925,48.5,47.6,12.08333333,11.475,30700,68600,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-1.39E-17,0,0.020761246,0.356401384,0.622837365,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08567,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,77.66666667,4922.758429,NA,NA,500,20.88485527,77.13867188,8.341245999,12.2,18.45,5.925,57.5,16,60.75,27,-5.3,392,15,40.4,929,21,122,98,135,108,8.1,61,54.5,NA
sf.413,AK_KT.sf.79,AK_KT,Burn,,NA,AK_KT_EC03BG2,AK,Ericson Creek (EC03),,65.61827,-149.08567,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,18.7,3.9,14.8,0.79144385,NA,3289.227414,NA,NA,NA,,,0.580506384,3.456519365,0.84,0.95575,4.95,5.35,40.75,42.725,48.5,47.05,11.08333333,10.275,27000,53300,11.62500024,16.50000024,43,-4.49166661,9.683333258,19.5,315,-4.16E-17,0.020761246,0.034602076,0.138408303,0.806228399,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-149.08567,2003,172.5240784,0.096501015,18.6562748,50.91205978,6.299799442,70.41309357,14.85679913,86.57913971,3.609429359,19.45260239,5.768629551,0.604877591,FALSE,80,4763.776035,NA,NA,486.2222222,42.45091248,120.8529053,7.259217132,12.225,18.525,5.925,55.75,16.05,60.75,29,-5.3,378,15,40.3,940,22,122,99,129,116,8.1,61,56.5,NA
sf.342,AK_KT.sf.8,AK_KT,Burn,,NA,AK_KT_BYM02,AK,Boundary (BY04),,65.1164,-147.42756,NA,497,NA,5,60,,NA,5.71,NA,85,,2004,NA,NA,NA,NA,28.9,4.6,24.3,0.84083045,NA,5919.393383,NA,NA,NA,,,0.45788154,3.871738434,0.824916667,1.016225,5.35,5.785,33,35.05,57.41666667,55.625,9.666666667,9.35,27800,56400,11.92500007,17.1500001,42,-2.933333208,10.36666662,19.70000076,326,1.39E-17,0,0.065743946,0.128027678,0.806228399,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-147.42756,2004,183.1008759,0.002733609,21.90535927,65.00031281,15.29286385,269.2059021,56.82123184,86.74777985,5.816030502,74.38919067,18.51378632,4.764698982,FALSE,79.88888889,814.985857,0.64,NA,470.6666667,14.07466793,203.8141022,9.859818943,12.975,18.925,7.1,61.75,15.675,63,26.5,-1.3,400,16,34,1084,32,136,94,111,135,8.1,61,54.7,NA
sf.414,AK_KT.sf.80,AK_KT,Burn,,NA,AK_KT_FF99B,AK,Frostfire (FF99)*,,65.16977,-147.55051,NA,NA,NA,,NA,,NA,NA,NA,NA,,1999,NA,NA,NA,NA,15.9,9.2,6.7,0.421383648,NA,795.1903289,NA,NA,NA,,,0.573906779,3.869984865,0.817833333,1.0591,5.116666667,5.75,32.16666667,34.25,57.16666667,54.9,11.41666667,11.075,23100,49300,10.70000005,15.57499981,42.75,-3.087499918,9.741666579,18,321,0.006920415,0.003460208,0.155709341,0.249134943,0.58477509,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-147.55051,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,20.22222222,NA,NA,NA,624,31.99638367,127.6973038,7.640472684,12.725,18.2,7.225,75.75,16.825,65.25,18,-0.9,485,15.8,32.6,1050,28,140,98,133,100,8.8,63,44.1,NA
sf.415,AK_KT.sf.81,AK_KT,Burn,,NA,AK_KT_G2B,AK,Gardiner (GR04),,62.83133,-141.3446,NA,NA,NA,,NA,,NA,NA,NA,NA,,2004,NA,NA,NA,NA,14.9,6.5,8.4,0.563758389,NA,1508.593681,NA,NA,NA,,,0.290034205,2.395144463,0.927916667,1.103875,5.55,6.16,41.91666667,44.175,46.58333333,45.025,12.08333333,11.475,25300,58000,11.27499986,17.30000019,53.25,-4.962500098,12.04166691,19.60000038,315,-1.39E-17,0.017301038,0.069204152,0.456747413,0.456747413,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-141.3446,2004,240.5066223,1.688475132,14.38891029,60.75595474,4.788918018,448.3879089,29.76006508,69.35519409,0.780133009,51.04957199,2.02712059,0.095004842,FALSE,12.66666667,261.7446192,0.03,0.3,631.5555556,16.54889107,272.4004211,9.252702828,14.225,20.675,7.775,49,17.225,60.5,45.25,-0.7,289,16.8,36.9,1292,50,146,114,65,231,9.2,62,76,NA
