id,project.id,project.name,treatment,treatment.2,block,site,region,burn.name,site.type,latitude,longitude.x,accuracy.m,elevation.x,accuracy.vertical.m,slope.x,aspect.x,moisture,spp.density,spp.basal.area,bs.prop,stand.age,stand.origin,burn.year,above.biomass.prefire,above.carbon.prefire,above.biomass.combusted,above.carbon.combusted,prefireSOL,mean.resid,burn.depth,propSOL,below.ground.carbon.prefire,below.ground.carbon.combusted,prop.below.C,shrub.bio,tussock.dens,moss.type,sample.date,PFI,Ruggedness,BD_30,BD_100,pH_30,pH_100,Sand_30,Sand_100,Silt_30,Silt_100,Clay_30,Clay_100,SOC_30,SOC_100,tavg_5_8,tmax_5_8,prec_5_8,bio1_MAT,bio2_MDR,bio5_tmax_warm,bio12_MAP,NV,GRSH,DEC,BS,WS,JP,OCON,Ecoregion_LEVEL1,Ecoregion_LEVEL2,Ecoregion_LEVEL3,Ecoregion_NAME_L1,Ecoregion_NAME_L2,Ecoregion_NAME_L3,Ecoregion_Label,Perm_Ice_NUM_CODE,Perm_Ice_COMBO,Perm_Ice_EXTENT,Perm_Ice_CONTENT,Perm_Ice_LANDFORM,longitude.y,burn_year,DOB_lst,Precipitation,Temperature,Relative.humidity,Wind.speed,DC.y,DMC.y,FFMC.y,ISI.y,BUI.y,FWI.y,DSR,Peat,Tree.cover,Distanceunburned,dNBR,TCB,elevation.y,slope.y,aspect.y,TWI,CNA_Tave_5_8,CNA_Tmax_5_8,CNA_Tmin_5_8,CNA_PPT_5_8,CNA_Rad_5_8,CNA_RH_5_8,CNA_CMD_5_8,CNA_MAT,CNA_MAP,CNA_MWMT,CNA_TD,CNA_DD5,CNA_DD18,CNA_NFFD,CNA_FFP,CNA_PAS,CNA_CMD,CNA_MAR,CNA_RH,CNA_SHM,moisture.new
sf.335,AK_KT.sf.1,AK_KT,Burn,,NA,AK_KT_CR03B1,AK,Albert Creek (AC03),,65.58842,-144.715,NA,NA,NA,,NA,,NA,NA,NA,NA,,2003,NA,NA,NA,NA,19,14.5,4.5,0.236842105,NA,620.646438,NA,NA,NA,,,0.414581001,2.865364075,1.081333333,1.21745,5.475,5.8075,25.91666667,27.625,57.66666667,56.25,15.66666667,15.9,39600,103900,12.35000002,18.47499967,30.75,-6.037499982,12.258333,22,213,-1.11E-16,0.647058845,0.155709341,0.179930791,0.017301038,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,18,Dlr,D,l,r,-144.715,2003,168.4848022,2.591295958,15.66091347,67.07570648,8.444941521,55.58876419,11.06664562,58.40592575,0.562981129,14.77817154,0.42397666,0.00595613,FALSE,27.44444444,282.5624997,NA,0.2,245.3333333,18.10688019,256.9790955,9.850150759,12.8,19.5,6.1,31.75,15.85,58.5,57,-5.3,227,16.3,43,1033,34,119,90,85,234,8.1,59,109.3,NA
sf.344,AK_KT.sf.10,AK_KT,Burn,,NA,AK_KT_BYM04,AK,Boundary (BY04),,65.12245,-147.43168,NA,465,NA,10,0,,NA,7.97,NA,173,,2004,NA,NA,NA,NA,41.2,12.9,28.3,0.686893204,NA,7090.889123,NA,NA,NA,,,0.383526474,3.882304192,0.954833333,1.1832,5.55,5.965,31.08333333,32.825,58.08333333,57.275,10.83333333,10.25,34800,76400,11.77499986,16.87499976,41.5,-2.966666808,10.1833335,19.29999924,315,1.13E-17,0.003460208,0.062283736,0.477508664,0.456747413,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-147.43168,2004,183.1008759,0.002733609,21.90535927,65.00031281,15.29286385,269.2059021,56.82123184,86.74777985,5.816030502,74.38919067,18.51378632,4.764698982,FALSE,79.22222222,1248.660468,0.63,NA,453,41.17037582,350.2049866,8.709541133,13.05,18.975,7.125,62.25,15.675,63,26.25,-1.2,402,16.1,34,1091,33,136,94,111,134,8.1,61,54.6,NA
sf.434,AK_KT.sf.100,AK_KT,Burn,,NA,AK_KT_NBM02,AK,North Bonanza (NB05),,66.65007,-150.66595,NA,304,NA,0,NA,,NA,12.27,NA,55,,2005,NA,NA,NA,NA,25.9,4.2,21.7,0.837837838,NA,8301.59999,NA,NA,NA,,,0.650015831,3.404141903,0.94975,1.105025,5.025,5.4425,33.41666667,35.275,55.83333333,54,11,10.8,27800,61900,12.00000012,17.07500029,43.5,-4.924999972,10.20000015,20.70000076,330,0.003460208,0.325259507,0.006920415,0.290657431,0.373702437,0,0,3,3.1,3.1.1,Taiga,Alaska Boreal Interior,Interior Forested Lowlands and Uplands,3.1.1: Interior Forested Lowlands and Uplands,6,Dmf,D,m,f,-150.66595,2005,188.9099579,7.598586559,14.4599247,56.95827866,5.766819477,128.2279663,11.56745052,51.92295074,0.274097383,18.8775425,0.23962675,0.002169434,FALSE,64.11111111,256.0772731,NA,NA,277.4444444,26.48906136,34.09164429,8.633840865,11.95,18.225,5.725,53.25,16.3,60.75,29,-5.4,405,15.4,39.3,917,21,116,98,139,116,8.3,57,52.2,NA
sf.435,AK_KT.sf.101,AK_KT,Burn,,NA,AK_KT_PC91B,AK,Porcupine (PE90),,63.45672,-142.49044,NA,NA,NA,,NA,,NA,NA,0.034177984,NA,,1990,NA,NA,NA,NA,19.7,9.2,10.5,0.532994924,NA,1550.980529,NA,NA,NA,,,0.548227966,3.116098166,0.711916667,0.917775,5.25,5.685,36.25,37.925,53,51.15,10.75,10.925,34100,83200,10.07500017,15.5999999,44.5,-5.054166704,10.99166693,17.89999962,253,-2.78E-17,0.055363324,0.05882353,0.87889272,0.006920415,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.49044,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,37.44444444,NA,NA,NA,895.6666667,25.70448875,205.9411621,8.044351942,11.225,17.575,4.9,52.25,16.925,60.25,31.75,-2.6,340,14.1,32.9,853,13,119,73,107,127,9,60,57.9,NA
sf.436,AK_KT.sf.102,AK_KT,Burn,,NA,AK_KT_P1B,AK,Porcupine (PE04),,63.56252,-142.36474,NA,NA,NA,,NA,,NA,NA,1,NA,,2004,NA,NA,NA,NA,21.3,11.3,10,0.469483568,NA,2788.858617,NA,NA,NA,,,0.572232306,3.045751572,0.79025,1.056675,5.375,5.7325,35.5,38.75,53.66666667,51,11.08333333,10.475,29700,67900,10.2249999,15.70000005,44.75,-4.862500037,10.92499996,18.10000038,250,-4.16E-17,0.100346021,0.114186853,0.217993081,0.567474067,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.36474,2004,176.906601,0.070843354,24.9958744,47.10855865,7.354619503,203.9278107,36.9242363,86.00088501,3.508348942,50.83661652,10.05268955,1.61662209,FALSE,45,995.6117514,0.33,0.22,828.1111111,44.416996,83.04718781,8.122029831,11.575,17.95,5.2,48.5,17.05,60.25,36.25,-2.5,310,14.4,33.4,894,16,121,75,94,177,9.1,61,64,NA
sf.437,AK_KT.sf.103,AK_KT,Burn,,NA,AK_KT_P2B,AK,Porcupine (PE04),,63.48982,-142.4224,NA,NA,NA,,NA,,NA,NA,1,NA,,2004,NA,NA,NA,NA,18.9,12.1,6.8,0.35978836,NA,1223.738204,NA,NA,NA,,,0.463801324,2.860142231,0.803916667,0.993725,5.425,5.8575,36.75,41.475,55.5,51.15,8,7.65,33600,78100,10.64999998,16.4000001,44.25,-5.216666654,11.54999982,18.79999924,251,1.39E-17,0.017301038,0.034602076,0.730103791,0.217993081,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.4224,2004,182.4786835,0.000122039,20.90288734,55.53748703,8.766420364,248.8742065,50.1283989,86.23630524,3.89387393,66.67998505,12.83013725,2.489650249,FALSE,72.66666667,706.4940465,0.5,0.18,805.3333333,37.58732224,169.9029388,7.264753343,11.6,17.975,5.225,48.75,16.85,60.25,36.5,-2.6,313,14.4,33.8,896,16,121,75,95,178,9,60,63.9,NA
sf.438,AK_KT.sf.104,AK_KT,Burn,,NA,AK_KT_P6B,AK,Porcupine (PE04),,63.4748,-142.45154,NA,NA,NA,,NA,,NA,NA,0.972466442,NA,,2004,NA,NA,NA,NA,18.9,10.7,8.2,0.433862434,NA,1073.838712,NA,NA,NA,,,0.523647845,2.948860168,0.690083333,0.883425,5.083333333,5.545,40.25,44.075,51.91666667,47.975,7.833333333,7.4,33000,82100,10.42499995,16.07500005,44.25,-5.179166635,11.29166671,18.39999962,250,-2.78E-17,0.117647059,0.003460208,0.294117659,0.58477509,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.45154,2004,176.9063873,0.070843354,24.9958744,47.10855865,7.354619503,203.9278107,36.9242363,86.00088501,3.508348942,50.83661652,10.05268955,1.61662209,FALSE,25.55555556,2327.857225,0.54,0.18,817,44.36518478,100.7867737,7.112237881,11.55,17.925,5.175,49,16.95,60.25,36,-2.6,316,14.4,33.7,891,16,121,76,97,175,9.1,60,63.1,NA
sf.439,AK_KT.sf.105,AK_KT,Burn,,NA,AK_KT_P10B,AK,Porcupine (PE04),,63.35498,-142.62222,NA,NA,NA,,NA,,NA,NA,0.684163188,NA,,2004,NA,NA,NA,NA,17.1,4.8,12.3,0.719298246,NA,3732.612403,NA,NA,NA,,,0.350591421,3.325831652,0.949416667,1.180425,5.766666667,6.42,36.5,39.8,54.33333333,51.35,8.666666667,8.7,25000,47900,11.47500002,17.25000024,42.25,-4.545833327,11.50833351,19.70000076,256,-3.12E-17,0.013840831,0.031141868,0.885813177,0.069204152,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-142.62222,2004,196.0934296,0.939878702,23.75997353,52.58987808,3.986464024,304.7483215,33.86415482,84.65942383,2.458780289,53.00366211,7.585691929,0.98211062,FALSE,82.77777778,335.0247834,0.49,0.21,630.2222222,25.99706268,293.1455383,9.512943045,11.8,18.325,5.3,43.75,16.65,59.25,42.75,-3,289,14.7,35.9,921,18,121,79,89,202,8.7,59,70.8,NA
sf.440,AK_KT.sf.106,AK_KT,Burn,,NA,AK_KT_P11B,AK,Porcupine (PE04),,63.35435,-142.62485,NA,NA,NA,,NA,,NA,NA,0.764264649,NA,,2004,NA,NA,NA,NA,13.9,3.5,10.4,0.748201439,NA,2947.198854,NA,NA,NA,,,0.350591421,3.325831652,0.96825,1.178625,5.691666667,6.3275,36,38.95,55.41666667,52.725,8.583333333,8.325,25600,50200,11.47500002,17.25000024,42.25,-4.545833327,11.50833351,19.70000076,256,2.08E-17,0.044982698,0,0.882352948,0.072664358,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-142.62485,2004,196.0934296,0.939878702,23.75997353,52.58987808,3.986464024,304.7483215,33.86415482,84.65942383,2.458780289,53.00366211,7.585691929,0.98211062,FALSE,83.66666667,250,0.75,0.18,627.2222222,33.41010284,185.5681152,7.506150722,11.8,18.35,5.3,43.75,16.65,59.25,42.75,-3,289,14.7,35.9,922,18,121,79,89,202,8.7,59,70.9,NA
sf.441,AK_KT.sf.107,AK_KT,Burn,,NA,AK_KT_P12B,AK,Porcupine (PE04),,63.34988,-142.66157,NA,NA,NA,,NA,,NA,NA,1,NA,,2004,NA,NA,NA,NA,11.2,0.8,10.4,0.928571429,NA,2947.198854,NA,NA,NA,,,0.270753413,3.104364395,0.959666667,1.14,5.766666667,6.33,37.16666667,40.15,55.08333333,51.925,8,8,26900,55800,11.80000007,17.89999962,41.5,-4.72916658,12.24166646,20.39999962,255,0.027681662,0.138408303,0,0.653979242,0.179930791,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-142.66157,2004,199.5169373,0.896514952,21.81884193,49.2087326,4.210061073,320.1697388,27.31933594,77.57460022,1.124924183,45.03239822,2.986390352,0.188615918,TRUE,60.44444444,353.0262209,0.6,0.18,530.8888889,15.70793438,94.47894287,8.438677976,12,18.55,5.375,39.75,16.725,59,47.75,-3.3,260,14.9,37.2,942,19,122,82,78,226,8.8,59,79.1,NA
sf.442,AK_KT.sf.108,AK_KT,Burn,,NA,AK_KT_P13B,AK,Porcupine (PE04),,63.35069,-142.6616,NA,NA,NA,,NA,,NA,NA,1,NA,,2004,NA,NA,NA,NA,10.6,0.4,10.2,0.962264151,NA,2867.712041,NA,NA,NA,,,0.270753413,3.104364395,0.959666667,1.14,5.766666667,6.33,37.16666667,40.15,55.08333333,51.925,8,8,26900,55800,11.80000007,17.89999962,41.75,-4.758333398,12.25000007,20.39999962,259,0.027681662,0.138408303,0,0.653979242,0.179930791,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-142.6616,2004,199.1141357,0.896514952,21.81884193,49.2087326,4.210061073,320.1697388,27.31933594,77.57460022,1.124924183,45.03239822,2.986390352,0.188615918,TRUE,77.88888889,416.5852549,0.62,0.22,524.8888889,32.60712814,312.5126648,9.256615662,12,18.575,5.4,39.75,16.725,59,47.75,-3.3,259,14.9,37.3,943,19,122,82,77,226,8.8,58,79.4,NA
sf.443,AK_KT.sf.109,AK_KT,Burn,,NA,AK_KT_P14B,AK,Porcupine (PE04),,63.3502,-142.66158,NA,NA,NA,,NA,,NA,NA,1,NA,,2004,NA,NA,NA,NA,25.2,7.5,17.7,0.702380952,NA,6231.216732,NA,NA,NA,,,0.270753413,3.104364395,0.959666667,1.14,5.766666667,6.33,37.16666667,40.15,55.08333333,51.925,8,8,26900,55800,11.80000007,17.89999962,41.75,-4.758333398,12.25000007,20.39999962,259,0.027681662,0.138408303,0,0.653979242,0.179930791,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,10,Dlf,D,l,f,-142.66158,2004,199.5169373,0.896514952,21.81884193,49.2087326,4.210061073,320.1697388,27.31933594,77.57460022,1.124924183,45.03239822,2.986390352,0.188615918,TRUE,62.77777778,388.7759083,0.6,0.18,531.1111111,24.39173698,189.0374603,7.880955403,12,18.55,5.375,39.75,16.725,59,47.75,-3.3,260,14.9,37.2,942,19,122,82,78,226,8.8,59,79,NA
sf.345,AK_KT.sf.11,AK_KT,Burn,,NA,AK_KT_BYM05,AK,Boundary (BY04),,65.12361,-147.43289,NA,421,NA,17,0,,NA,4.44,NA,197,,2004,NA,NA,NA,NA,36.4,21.4,15,0.412087912,NA,2636.000936,NA,NA,NA,,,0.383526474,3.882304192,0.954833333,1.1832,5.55,5.965,31.08333333,32.825,58.08333333,57.275,10.83333333,10.25,34800,76400,11.77499986,16.87499976,41.5,-2.966666808,10.1833335,19.29999924,315,0,0.062283736,0.093425609,0.615916967,0.228373706,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,6,Dmf,D,m,f,-147.43289,2004,183.1008759,0.002733609,21.90535927,65.00031281,15.29286385,269.2059021,56.82123184,86.74777985,5.816030502,74.38919067,18.51378632,4.764698982,FALSE,73.88888889,1351.637128,0.48,0.15,412.5555556,68.68539429,317.5358582,7.707067695,13.05,19,7.125,60,15.675,63,27.75,-1.2,389,16.1,34.1,1094,33,136,94,108,140,8.1,61,56.5,NA
sf.444,AK_KT.sf.110,AK_KT,Burn,,NA,AK_KT_PEM01,AK,Porcupine (PE04),,63.39729,-142.489,NA,738,NA,6,160,,NA,7.9,1,80,,2004,NA,NA,NA,NA,21.6,3.3,18.3,0.847222222,NA,3542.930462,NA,NA,NA,,,0.453589827,3.550582886,0.875166667,1.1073,5.466666667,5.8,41.16666667,43.8,46.41666667,44.275,12.41666667,11.925,21700,44100,10.77499986,16.42499995,44,-4.1958334,11.34166669,19,261,5.55E-17,0.117647059,0.031141868,0.214532867,0.636678219,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.489,2004,182.8805847,0.000122039,20.90288734,55.53748703,8.766420364,248.8742065,50.1283989,86.23630524,3.89387393,66.67998505,12.83013725,2.489650249,FALSE,78.33333333,461.3547231,0.56,0.18,711.4444444,47.67361832,170.5864105,7.556229965,11.15,17.525,4.775,51.75,16.825,60.25,32.25,-2.7,340,14,32.9,840,13,117,71,109,129,8.9,60,57.6,NA
sf.445,AK_KT.sf.111,AK_KT,Burn,,NA,AK_KT_PEM02,AK,Porcupine (PE04),,63.46202,-142.46959,NA,875,NA,0.5,90,,NA,2.02,0.09814083,60,,2004,NA,NA,NA,NA,27.5,9.4,18.1,0.658181818,NA,3485.506514,NA,NA,NA,,,0.532029569,3.025196075,0.716916667,0.962375,4.95,5.37,36.83333333,41.5,53.16666667,48.15,10,10.15,30700,66900,10.19999981,15.75000024,44.5,-5.166666655,11.09999998,18,250,0,0,0.148788929,0.788927317,0.062283736,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.46959,2004,177.8681335,0.126620993,24.35164833,57.91410446,4.161838531,211.7151031,39.74422455,86.55122375,3.22800827,54.09907532,9.731327057,1.526277542,FALSE,69.44444444,1797.968105,0.84,0.14,852.2222222,25.63097954,161.2953339,9.41712543,11.45,17.825,5.1,50.25,17.05,60.25,34.25,-2.6,326,14.3,33.4,878,15,120,75,101,137,9.1,60,61,NA
sf.446,AK_KT.sf.112,AK_KT,Burn,,NA,AK_KT_PEM03,AK,Porcupine (PE04),,63.45812,-142.48509,NA,886,NA,1,0,,NA,10.45,1,157,,2004,NA,NA,NA,NA,19.7,8.2,11.5,0.583756345,NA,1775.642562,NA,NA,NA,,,0.548227966,3.116098166,0.741833333,0.93795,5.258333333,5.7225,34.5,37.25,55.16666667,51.95,10.33333333,10.8,33200,78100,10.07500017,15.5999999,44.5,-5.054166704,10.99166693,17.89999962,253,0,0.020761246,0.038062282,0.92733562,0.013840831,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.48509,2004,181.5257111,0.260235161,21.84069252,53.30400085,7.805658817,241.7076874,47.55285645,85.18362427,3.202781916,63.75049973,10.67272854,1.797282934,FALSE,71,929.9445858,0.77,0.15,873.1111111,53.58090591,349.034668,7.479111852,11.325,17.675,4.95,51.25,16.95,60.25,32.75,-2.6,334,14.2,33.1,863,14,119,74,105,131,9,60,59.2,NA
sf.447,AK_KT.sf.113,AK_KT,Burn,,NA,AK_KT_PEM04,AK,Porcupine (PE04),,63.62797,-142.32915,NA,923,NA,10,330,,NA,9.78,0.99137931,81,,2004,NA,NA,NA,NA,26.4,9.2,17.2,0.651515152,NA,3230.938255,NA,NA,NA,,,0.602349937,3.40095973,0.9655,1.14025,5.275,5.6725,36.91666667,40.075,49,46.95,13.66666667,12.85,34800,73900,10,15.375,44.25,-4.73333325,10.76666669,17.79999924,248,-1.39E-17,0.055363324,0.183391005,0.449826986,0.311418682,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.32915,2004,226.5046234,0.63363713,19.8019352,60.51147079,7.657214165,390.7799988,26.99952888,82.1087265,2.12458086,46.04566193,6.039090157,0.655976832,FALSE,77.44444444,2297.876747,0.46,0.16,864.1111111,28.3852787,316.8083191,8.356173034,11.125,17.475,4.75,53,16.975,59.75,30.5,-2.7,332,13.9,33,836,13,117,71,99,122,9,61,57,NA
sf.448,AK_KT.sf.114,AK_KT,Burn,,NA,AK_KT_PEM05,AK,Porcupine (PE04),,63.63707,-143.31557,NA,960,NA,11,200,,NA,27.37,0.608789276,94,,2004,NA,NA,NA,NA,25.8,6.6,19.2,0.744186047,NA,3805.106223,NA,NA,NA,,,0.330619305,3.367703199,0.988,1.2634,5.408333333,5.9075,39,41.4,49.66666667,47.7,11.58333333,11.325,33400,87200,11.20000005,16.95000005,42.5,-4.216666746,11.51666677,19.70000076,257,6.94E-17,0.089965396,0.117647059,0.214532867,0.577854693,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-143.31557,2004,226.8956451,0.15139097,20.5206852,53.25485992,7.894905567,380.2130432,34.84738159,84.2493515,2.832349062,56.70248795,8.96135807,1.319078326,FALSE,64.44444444,2573.371548,0.17,NA,649.7777778,39.23907471,136.4057617,7.698005376,13.25,19.85,6.675,42.5,16.75,59.5,48.25,-1.2,295,16.1,34.5,1128,35,134,91,86,228,8.8,60,75.6,NA
sf.449,AK_KT.sf.115,AK_KT,Burn,,NA,AK_KT_PEM06,AK,Porcupine (PE04),,63.61368,-142.31604,NA,882.5,NA,10,345,,NA,23.22,0.987261146,88.75,,2004,NA,NA,NA,NA,32.7,14.5,18.2,0.556574924,NA,3514.180074,NA,NA,NA,,,0.583040178,3.419881582,0.942916667,1.198825,5.341666667,5.7275,41.25,45.275,46.16666667,43.15,12.58333333,11.575,29700,64100,9.950000048,15.30000019,44.75,-4.716666579,10.70000019,17.60000038,250,-5.55E-17,0.152249128,0.010380623,0.162629753,0.674740493,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.31604,2004,182.4789886,0.000122039,20.90288734,55.53748703,8.766420364,248.8742065,50.1283989,86.23630524,3.89387393,66.67998505,12.83013725,2.489650249,FALSE,64.77777778,3393.364695,0.53,0.15,860.6666667,31.08135223,260.4028015,8.577084605,11.075,17.425,4.7,53.5,17.075,59.75,29.75,-2.7,336,13.9,32.7,829,12,116,70,100,119,9.1,61,56,NA
sf.450,AK_KT.sf.116,AK_KT,Burn,,NA,AK_KT_PEM07/15/16,AK,Porcupine (PE04),,63.62637,-142.31502,NA,922.4,NA,9,182,,NA,17.37,0.620634962,94.6,,2004,NA,NA,NA,NA,17.5,2.3,15.2,0.868571429,NA,2688.433344,NA,NA,NA,,,0.649137855,3.455869436,0.954,1.22565,5.025,5.4075,37.66666667,39.6,47.66666667,46.05,14.66666667,14.9,32300,75000,9.824999928,15.04999995,44.5,-4.712499996,10.50833317,17.39999962,250,2.78E-17,0.110726647,0.072664358,0.231833905,0.58477509,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.31502,2004,185.9025879,0.146879211,21.55538368,51.92446518,10.44874287,270.9300232,50.93006134,84.80103302,3.471633911,69.29468536,11.97449875,2.203354597,FALSE,44.66666667,2259.525594,0.79,0.15,953.4444444,50.19085312,308.2289734,7.641851351,10.775,17.1,4.475,55.5,17.075,60.25,26.75,-3,346,13.6,32.6,794,11,114,67,105,107,9.1,61,53.1,NA
sf.451,AK_KT.sf.117,AK_KT,Burn,,NA,AK_KT_PEM08,AK,Porcupine (PE04),,63.50188,-142.41299,NA,806,NA,NA,NA,,NA,15.85,1,204,,2004,NA,NA,NA,NA,27.1,14.9,12.2,0.450184502,NA,2616.195341,NA,NA,NA,,,0.46207431,2.838155985,0.761666667,0.95505,5.283333333,5.745,38,40.2,49.91666667,47.225,12.33333333,12.6,32800,83400,10.64999998,16.49999976,44.5,-5.283333451,11.66666655,18.89999962,251,1.39E-17,0.069204152,0.062283736,0.809688568,0.05882353,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.41299,2004,176.5134277,0.070843354,24.9958744,47.10855865,7.354619503,203.9278107,36.9242363,86.00088501,3.508348942,50.83661652,10.05268955,1.61662209,FALSE,43.55555556,292.7844717,0.71,0.16,785.5555556,22.18402672,239.5992432,8.90342627,11.575,17.975,5.175,48.75,16.85,60.25,36,-2.6,313,14.4,33.8,894,16,120,75,95,176,9,60,63.7,NA
sf.452,AK_KT.sf.118,AK_KT,Burn,,NA,AK_KT_PEM9/10,AK,Porcupine (PE04),,63.61493,-142.32127,NA,895,NA,NA,NA,,NA,22.19,1,86.16666667,,2004,NA,NA,NA,NA,25.2,7.5,17.7,0.702380952,NA,6231.216732,NA,NA,NA,,,0.582509577,3.392987013,0.806416667,1.065525,5.416666667,5.82,39.66666667,42.3,47.41666667,45.275,12.58333333,12.325,26500,59800,10.07500029,15.49999976,44.75,-4.724999954,10.84999994,17.89999962,250,0,0.318339109,0,0.013840831,0.667820096,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.32127,2004,224.5136566,0.361579657,18.59337807,70.10012817,2.115088463,378.0747681,24.30726433,85.88435364,2.650583744,41.88270187,6.979911327,0.847584963,FALSE,0,3421.315543,0,0.41,809.8888889,29.87336922,162.4933472,10.52556295,11.275,17.65,4.875,52.25,16.975,59.75,32,-2.6,328,14.1,32.9,852,13,118,72,97,128,9,61,58.4,NA
sf.453,AK_KT.sf.119,AK_KT,Burn,,NA,AK_KT_PEM11,AK,Porcupine (PE04),,63.61403,-142.30613,NA,882.5,NA,NA,NA,,NA,23.22,1,88.75,,2004,NA,NA,NA,NA,32.2,16.9,15.3,0.47515528,NA,2714.77609,NA,NA,NA,,,0.583570838,3.445464373,0.768916667,1.008975,5.25,5.575,41.41666667,44.375,47.16666667,44.5,11.16666667,10.85,25200,52600,9.899999857,15.20000005,44.75,-4.699999978,10.61666667,17.5,250,-5.55E-17,0.152249128,0.010380623,0.162629753,0.674740493,0,0,6,6.1,6.1.1,Northwestern Forested Mountains,Boreal Cordillera,Interior Highlands and Klondike Plateau,6.1.1: Interior Highlands and Klondike Plateau,18,Dlr,D,l,r,-142.30613,2004,182.4789886,0.000122039,20.90288734,55.53748703,8.766420364,248.8742065,50.1283989,86.23630524,3.89387393,66.67998505,12.83013725,2.489650249,FALSE,66.88888889,3130.389051,0.76,NA,904.6666667,31.06728935,342.478363,10.48718231,10.875,17.175,4.55,54.5,17.225,60,27.75,-2.8,342,13.7,32.5,804,11,115,68,103,111,9.2,61,54.2,NA
